Sppcode	strComName	strSciName	MGCode	MGName	N MU Tight	N MU Expanded	HabMG_Ha (Tight)	HabMG_Ha (Expanded)	MacroGroup % Increase
bBHGRx	Black-headed Grosbeak	Pheucticus melanocephalus	M048	Central Rocky Mountain Montane-Foothill Grassland & Shrubland	3	6	1,173,134.4	4,733,783.5	75
bBHGRx	Black-headed Grosbeak	Pheucticus melanocephalus	M168	Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow	1	5	44,243.2	2,259,260.7	98
bBHGRx	Black-headed Grosbeak	Pheucticus melanocephalus	M169	Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland	1	5	984,656.9	50,517,840.5	98
bEWCSx	White-crowned Sparrow	Zonotrichia leucophrys	M151	Great Plains Forest & Woodland	4	4	182,385.7	182,385.7	0
bEWCSx	White-crowned Sparrow	Zonotrichia leucophrys	M308	Southern Barrens & Glade	1	2	3,614.3	3,698.1	2
mBASHx	Barbary Sheep	Ammotragus lervia	10.A	Recently Disturbed or Modified	1	12	0.0	3,295.0	100
mFGSQx	Franklin's Ground Squirrel	Poliocitellus franklinii	M151	Great Plains Forest & Woodland	1	4	0.1	220,126.2	100
mFOSHx	Fog Shrew	Sorex sonomae	10.A	Recently Disturbed or Modified	2	12	818,901.6	886,915.3	8
rCNIGx	Coast Nightsnake	Hypsiglena ochrorhyncha	M009	Californian Forest & Woodland	7	9	3,237,986.4	3,265,717.3	1
bEWCSx	White-crowned Sparrow	Zonotrichia leucophrys	M170	Great Basin-Intermountain Dwarf Sagebrush Steppe & Shrubland	4	4	3,149,068.3	3,149,097.8	0
bGRPEx	Greater Pewee	Contopus pertinax	10.A	Recently Disturbed or Modified	1	12	0.0	8,489.7	100
rMHNSx	Mexican Hog-nosed Snake	Heterodon kennerlyi	M054	Central Lowlands Tallgrass Prairie	1	7	413,101.5	413,313.8	0
aNJFRx	New Jersey Chorus Frog	Pseudacris kalmi	M504	Laurentian-Acadian-Northeast Flooded & Swamp Forest	1	3	298,379.0	298,434.2	0
bEWCSx	White-crowned Sparrow	Zonotrichia leucophrys	M049	Southern Rocky Mountain Montane Shrubland	2	2	2,244,020.9	2,244,020.9	0
bEWCSx	White-crowned Sparrow	Zonotrichia leucophrys	M069	Eastern North American Marsh, Wet Meadow & Shrubland	4	5	133,721.0	174,698.4	23
mFOSHx	Fog Shrew	Sorex sonomae	M501	Central Rocky Mountain Dry Lower Montane-Foothill Forest	1	6	0.0	92,327.9	100
rMHNSx	Mexican Hog-nosed Snake	Heterodon kennerlyi	10.A	Recently Disturbed or Modified	1	12	0.0	433,793.2	100
rMOSKx	Mole Skink	Plestiodon egregius	12.A	Barren	1	3	7,874.8	58,440.2	87
rREGEx	Reef Gecko	Sphaerodactylus notatus	12.A	Barren	2	3	577.5	577.5	0
rTERAx	Texas Ratsnake	Pantherophis obsoletus	M503	Central Hardwoods Swamp Forest	1	3	1,040.0	1,089.4	5
bGFWOx	Golden-fronted Woodpecker	Melanerpes aurifrons	10.A	Recently Disturbed or Modified	7	12	597,430.1	814,886.0	27
bHOORx	Hooded Oriole	Icterus cucullatus	7.B.1	Herbaceous Agricultural Vegetation	1	1	4,036,681.3	4,036,681.3	0
mFGSQx	Franklin's Ground Squirrel	Poliocitellus franklinii	M069	Eastern North American Marsh, Wet Meadow & Shrubland	4	5	1,545,278.8	1,545,305.9	0
rHACOx	Harlequin Coralsnake	Micrurus fulvius	12.A	Barren	1	3	65,516.0	76,681.7	15
rMHNSx	Mexican Hog-nosed Snake	Heterodon kennerlyi	7.B.1	Herbaceous Agricultural Vegetation	1	1	744,259.9	744,259.9	0
rTERAx	Texas Ratsnake	Pantherophis obsoletus	M876	North American Boreal & Sub-Boreal Acidic Bog & Fen	1	2	21,193.8	21,193.8	0
aCUTRx	Cuban Treefrog	Osteopilus septentrionalis	M617	Caribbean Swamp	2	3	14,372.6	21,186.4	32
rMHNSx	Mexican Hog-nosed Snake	Heterodon kennerlyi	M010	Madrean Lowland Evergreen Woodland	3	3	1,011,730.8	1,011,730.8	0
bFICRx	Fish Crow	Corvus ossifragus	M617	Caribbean Swamp	3	3	201,330.4	201,330.4	0
aPLSPx	Plains Spadefoot	Spea bombifrons	11.A	Open Water	2	3	2,348,387.9	2,680,429.1	12
aPLSPx	Plains Spadefoot	Spea bombifrons	M158	Great Plains Comanchian scrub & Open Vegetation	1	1	896,022.9	896,022.9	0
aSRBSx	Southern Red-backed Salamander	Plethodon serratus	M882	Central Midwest Mesic Forest	2	3	242,066.7	242,077.5	0
bCWWIx	Chuck-will's-widow	Caprimulgus carolinensis	M506	Eastern North American Grassland & Shrubland	1	7	12.5	4,628.6	100
bEAWPx	Eastern Wood-pewee	Contopus virens	M159	Laurentian & Acadian Pine - Hardwood Forest & Woodland	2	2	1,702,121.2	1,702,121.2	0
bEVGRx	Evening Grosbeak	Coccothraustes vespertinus	M116	Great Plains Cliff, Scree & Rock Vegetation	1	2	5,160.7	5,160.7	0
bHETHx	Hermit Thrush	Catharus guttatus	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	3	6	892,986.7	1,411,122.3	37
bPHAIx	Phainopepla	Phainopepla nitens	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	1	6	13,723.6	15,500.1	11
bWWCRx	White-winged Crossbill	Loxia leucoptera	M020	Rocky Mountain Subalpine-High Montane Conifer Forest	8	10	13,313,784.2	16,159,600.0	18
bCCSPx	Clay-colored Sparrow	Spizella pallida	M034	Rocky Mountain-Great Basin Montane Riparian Forest	4	6	147,656.8	148,163.6	0
bEAWPx	Eastern Wood-pewee	Contopus virens	8.A	Developed & Urban	1	4	7,801,199.8	27,651,238.5	72
bHETHx	Hermit Thrush	Catharus guttatus	M034	Rocky Mountain-Great Basin Montane Riparian Forest	3	6	666,158.5	750,778.2	11
aSRBSx	Southern Red-backed Salamander	Plethodon serratus	M012	Central Midwest Oak Forest, Woodland & Savanna	2	4	121,045.9	121,400.2	0
bCOKIx	Couch's Kingbird	Tyrannus couchii	7.B.1	Herbaceous Agricultural Vegetation	1	1	546,902.5	546,902.5	0
bHETHx	Hermit Thrush	Catharus guttatus	M011	Madrean Montane Forest & Woodland	2	2	627,473.3	627,473.3	0
bWWCRx	White-winged Crossbill	Loxia leucoptera	M014	Laurentian-Acadian Hardwood - Conifer Mesic Forest	4	7	5,456,506.4	23,116,065.6	76
bYWARx	Yellow Warbler	Dendroica petechia	M299	North American Boreal Conifer Poor Swamp	1	1	3,127,796.9	3,127,796.9	0
bACWOx	Acorn Woodpecker	Melanerpes formicivorus	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	1	6	49,141.9	108,623.0	55
bCWWIx	Chuck-will's-widow	Caprimulgus carolinensis	M509	Central-Piedmont Acidic Scrub & Grassland	1	2	2.9	2,982.7	100
bHETHx	Hermit Thrush	Catharus guttatus	M012	Central Midwest Oak Forest, Woodland & Savanna	2	4	26,035.9	26,037.8	0
bHETHx	Hermit Thrush	Catharus guttatus	M020	Rocky Mountain Subalpine-High Montane Conifer Forest	10	10	15,898,384.7	15,950,549.3	0
bHETHx	Hermit Thrush	Catharus guttatus	M500	Central Rocky Mountain Mesic Lower Montane Forest	3	3	2,042,132.7	2,045,668.9	0
aPLSPx	Plains Spadefoot	Spea bombifrons	M048	Central Rocky Mountain Montane-Foothill Grassland & Shrubland	2	6	1,194,112.1	1,403,653.6	15
aPLSPx	Plains Spadefoot	Spea bombifrons	M171	Great Basin-Intermountain Dry Shrubland & Grassland	4	7	6,870,095.8	7,540,832.3	9
bCCSPx	Clay-colored Sparrow	Spizella pallida	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	2	6	307,297.1	372,583.2	18
bCCSPx	Clay-colored Sparrow	Spizella pallida	M500	Central Rocky Mountain Mesic Lower Montane Forest	1	3	637.4	439,724.9	100
bEAWPx	Eastern Wood-pewee	Contopus virens	M503	Central Hardwoods Swamp Forest	2	3	102,346.2	106,928.6	4
bSHCOx	Shiny Cowbird	Molothrus bonariensis	M617	Caribbean Swamp	2	3	59,155.7	144,851.9	59
bWITUi	Mexican Turkey	Meleagris gallopavo mexicana	M011	Madrean Montane Forest & Woodland	2	2	79,872.6	79,872.6	0
aCSLSx	California Slender Salamander	Batrachoseps attenuatus	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	1	6	0.0	4.3	100
aSRBSx	Southern Red-backed Salamander	Plethodon serratus	M007	Longleaf Pine Woodland	1	20	16,067.5	83,000.8	81
aSRBSx	Southern Red-backed Salamander	Plethodon serratus	M014	Laurentian-Acadian Hardwood - Conifer Mesic Forest	1	7	11,861.3	11,861.3	0
aSRBSx	Southern Red-backed Salamander	Plethodon serratus	M031	Southern Coastal Plain Floodplain Forest	1	22	5,354.0	250,814.3	98
bCCSPx	Clay-colored Sparrow	Spizella pallida	M012	Central Midwest Oak Forest, Woodland & Savanna	3	4	985,696.7	1,053,515.9	6
bCCSPx	Clay-colored Sparrow	Spizella pallida	M051	Great Plains Mixedgrass & Fescue Prairie	1	5	278,473.4	11,688,151.7	98
bHETHx	Hermit Thrush	Catharus guttatus	M031	Southern Coastal Plain Floodplain Forest	17	22	10,277,486.8	12,849,517.3	20
bHETHx	Hermit Thrush	Catharus guttatus	M876	North American Boreal & Sub-Boreal Acidic Bog & Fen	1	2	46,694.7	46,694.7	0
bGRPEx	Greater Pewee	Contopus pertinax	M010	Madrean Lowland Evergreen Woodland	2	3	1,602,751.1	1,634,044.0	2
bOCWAx	Orange-crowned Warbler	Vermivora celata	M050	Southern Vancouverian Lowland Grassland & Shrubland	1	4	49,154.2	369,742.4	87
bPIGRx	Pine Grosbeak	Pinicola enucleator	M026	Intermountain Singleleaf Pinyon - Utah Juniper - Western Juniper Woodland	3	4	925,243.2	1,132,455.2	18
bPIGRx	Pine Grosbeak	Pinicola enucleator	M050	Southern Vancouverian Lowland Grassland & Shrubland	2	4	0.0	249.9	100
mBOGOx	Botta's Pocket Gopher	Thomomys bottae	M034	Rocky Mountain-Great Basin Montane Riparian Forest	4	6	235,258.4	235,258.4	0
mNOSSx	Northern Short-tailed Shrew	Blarina brevicauda	M079	North American Atlantic & Gulf Coastal Salt Marsh	5	9	394,474.7	394,474.7	0
mOCELx	Ocelot	Leopardus pardalis	M071	Great Plains Marsh, Wet Meadow, Shrubland & Playa	1	4	109.1	109.1	0
bBOWAx	Bohemian Waxwing	Bombycilla garrulus	M500	Central Rocky Mountain Mesic Lower Montane Forest	3	3	2,213,652.6	2,213,652.6	0
bEUCDx	Eurasian Collared-dove	Streptopelia decaocto	M079	North American Atlantic & Gulf Coastal Salt Marsh	1	9	166,302.7	2,083,989.1	92
bPIGRx	Pine Grosbeak	Pinicola enucleator	M099	Rocky Mountain-Sierran Alpine Tundra	2	7	133,169.5	1,840,373.2	93
mBDSHx	Baird's Shrew	Sorex bairdi	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	5	6	3,214.4	3,214.4	0
mBOGOx	Botta's Pocket Gopher	Thomomys bottae	M020	Rocky Mountain Subalpine-High Montane Conifer Forest	4	10	1,788,054.8	3,755,951.8	52
mBOGOx	Botta's Pocket Gopher	Thomomys bottae	M051	Great Plains Mixedgrass & Fescue Prairie	4	5	479,836.8	479,836.8	0
mNOSSx	Northern Short-tailed Shrew	Blarina brevicauda	M033	Southern Coastal Plain Basin Swamp & Flatwoods	7	12	181,637.3	181,637.3	0
mNOSSx	Northern Short-tailed Shrew	Blarina brevicauda	M154	Southern Great Plains Floodplain Forest & Woodland	1	2	883,246.3	883,246.3	0
rYBSLx	Yellow-backed Spiny Lizard	Sceloporus uniformis	M043	Californian Chaparral	1	6	109,417.4	143,579.4	24
bEUCDx	Eurasian Collared-dove	Streptopelia decaocto	M014	Laurentian-Acadian Hardwood - Conifer Mesic Forest	1	7	123,701.7	622,424.5	80
bEUCDx	Eurasian Collared-dove	Streptopelia decaocto	M876	North American Boreal & Sub-Boreal Acidic Bog & Fen	1	2	46,694.7	57,155.8	18
bEUCDx	Eurasian Collared-dove	Streptopelia decaocto	M883	Appalachian-Central Interior-Northeastern Mesic Forest	1	6	3,389,658.2	4,772,841.8	29
mCHITx	Chital	Axis axis	7.B.2	Pasture & Hay Field Crop	1	1	386,601.8	386,601.8	0
bBOWAx	Bohemian Waxwing	Bombycilla garrulus	M012	Central Midwest Oak Forest, Woodland & Savanna	4	4	394,691.2	454,030.9	13
bBOWAx	Bohemian Waxwing	Bombycilla garrulus	M883	Appalachian-Central Interior-Northeastern Mesic Forest	1	6	288,248.9	288,248.9	0
bCMWAx	Cape May Warbler	Dendroica tigrina	M883	Appalachian-Central Interior-Northeastern Mesic Forest	1	6	17,169.8	17,169.8	0
bOCWAx	Orange-crowned Warbler	Vermivora celata	M036	Interior Warm & Cool Desert Riparian Forest	6	7	668,253.2	719,992.9	7
bOCWAx	Orange-crowned Warbler	Vermivora celata	M043	Californian Chaparral	6	6	1,079,483.6	1,080,049.6	0
mBOGOx	Botta's Pocket Gopher	Thomomys bottae	M025	Vancouverian Subalpine Forest	1	7	9,186.2	515,644.4	98
mBOGOx	Botta's Pocket Gopher	Thomomys bottae	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	5	6	388,977.5	390,658.2	0
mNOSSx	Northern Short-tailed Shrew	Blarina brevicauda	M883	Appalachian-Central Interior-Northeastern Mesic Forest	6	6	14,442,359.2	14,442,359.2	0
rFSLIx	Florida Scrub Lizard	Sceloporus woodi	M057	Eastern North American Dune & Coastal Grassland	2	8	1,602.0	1,602.0	0
rYBSLx	Yellow-backed Spiny Lizard	Sceloporus uniformis	M026	Intermountain Singleleaf Pinyon - Utah Juniper - Western Juniper Woodland	2	4	2,067,315.8	2,074,427.6	0
rSCARx	Scarletsnake	Cemophora coccinea	M012	Central Midwest Oak Forest, Woodland & Savanna	2	4	14,413.7	15,240.2	5
rYBKIx	Yellow-bellied Kingsnake	Lampropeltis calligaster	M012	Central Midwest Oak Forest, Woodland & Savanna	2	4	2,263,609.4	2,299,497.9	2
rYBKIx	Yellow-bellied Kingsnake	Lampropeltis calligaster	M053	Great Plains Shortgrass Prairie	1	2	199,753.1	2,795,494.3	93
aTCSAx	Tennessee Cave Salamander	Gyrinophilus palleucus	M502	Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland	2	19	845,358.2	983,737.7	14
bBTBWx	Black-throated Blue Warbler	Dendroica caerulescens	M502	Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland	8	19	9,005,481.9	11,051,842.5	19
bCBCHx	Chestnut-backed Chickadee	Poecile rufescens	M023	Southern Vancouverian Montane-Foothill Forest	4	7	3,852,017.1	4,076,359.8	6
bCOPAx	Common Pauraque	Nyctidromus albicollis	M016	Southern & South-Central Oak - Hickory - Pine Forest & Woodland	2	28	0.0	5,648.5	100
bCOREx	Common Redpoll	Carduelis flammea	M052	Great Plains Sand Grassland & Shrubland	1	2	15,270.0	1,237,204.6	99
bGWWAx	Golden-winged Warbler	Vermivora chrysoptera	M013	Eastern North American Ruderal Forest	1	2	797,745.5	2,114,156.5	62
bMAWAx	Magnolia Warbler	Dendroica magnolia	M300	North American Boreal Flooded & Rich Swamp	1	1	77,000.8	77,000.8	0
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M073	Vancouverian Lowland Marsh, Wet Meadow & Shrubland	3	6	592,574.3	658,610.3	10
rSFLSx	Southeastern Five-lined Skink	Plestiodon inexpectatus	8.A	Developed & Urban	1	4	2,065,817.2	7,524,206.3	73
rSTELx	Spot-tailed Earless Lizard	Holbrookia lacerata	M512	North American Warm Desert Ruderal Scrub & Grassland	1	1	1,772,499.8	1,772,499.8	0
rYBKIx	Yellow-bellied Kingsnake	Lampropeltis calligaster	8.A	Developed & Urban	2	4	12,107,309.7	13,845,882.2	13
bCOPAx	Common Pauraque	Nyctidromus albicollis	8.A	Developed & Urban	1	4	100,797.2	187,912.5	46
bCOREx	Common Redpoll	Carduelis flammea	M502	Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland	6	19	19,932.0	1,804,904.4	99
mSTVOx	Sonoma Tree Vole	Arborimus pomo	M886	Southern Vancouverian Dry Foothill Forest	1	3	0.0	17.7	100
mTXDEx	Texas Deermouse	Peromyscus attwateri	M508	Central Interior Calcareous Scrub & Grassland	1	6	52,100.1	52,100.1	0
rSCARx	Scarletsnake	Cemophora coccinea	M007	Longleaf Pine Woodland	16	20	5,486,794.5	5,635,105.7	3
rSCARx	Scarletsnake	Cemophora coccinea	M882	Central Midwest Mesic Forest	3	3	165,157.4	168,678.5	2
rSTELx	Spot-tailed Earless Lizard	Holbrookia lacerata	M015	Edwards Plateau Forest & Woodland	3	4	3,695,634.0	3,706,692.3	0
rYBKIx	Yellow-bellied Kingsnake	Lampropeltis calligaster	M007	Longleaf Pine Woodland	5	20	399,858.4	3,910,712.3	90
rYBKIx	Yellow-bellied Kingsnake	Lampropeltis calligaster	M052	Great Plains Sand Grassland & Shrubland	1	2	854,584.8	1,451,041.0	41
aSYSAx	Siskiyou Mountains Salamander	Plethodon stormi	M023	Southern Vancouverian Montane-Foothill Forest	6	7	168,167.7	168,167.7	0
bGKISx	Great Kiskadee	Pitangus sulphuratus	8.A	Developed & Urban	3	4	344,854.5	358,348.9	4
bGKISx	Great Kiskadee	Pitangus sulphuratus	M158	Great Plains Comanchian scrub & Open Vegetation	1	1	174,124.3	174,124.3	0
bMAWAx	Magnolia Warbler	Dendroica magnolia	M502	Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland	1	19	19,837.0	1,691,948.1	99
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M502	Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland	19	19	11,602,584.4	11,936,853.5	3
mHITAx	Himalayan Tahr	Hemitragus jemlahicus	M023	Southern Vancouverian Montane-Foothill Forest	1	7	18,404.5	18,487.2	0
mTXDEx	Texas Deermouse	Peromyscus attwateri	M116	Great Plains Cliff, Scree & Rock Vegetation	2	2	22,033.2	22,033.2	0
rSCARx	Scarletsnake	Cemophora coccinea	M502	Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland	14	19	3,971,252.1	4,191,366.0	5
rYBKIx	Yellow-bellied Kingsnake	Lampropeltis calligaster	M071	Great Plains Marsh, Wet Meadow, Shrubland & Playa	3	4	29,193.7	29,193.7	0
mNBARx	Nine-banded Armadillo	Dasypus novemcinctus	M057	Eastern North American Dune & Coastal Grassland	5	8	96,487.5	96,487.5	0
mNODEx	Northwestern Deermouse	Peromyscus keeni	M048	Central Rocky Mountain Montane-Foothill Grassland & Shrubland	3	6	21,779.8	48,297.4	55
mPASHp	Pacific Shrew (pacificus)	Sorex pacificus pacificus	M023	Southern Vancouverian Montane-Foothill Forest	1	7	14,361.8	70,423.9	80
bCOYEx	Common Yellowthroat	Geothlypis trichas	M882	Central Midwest Mesic Forest	3	3	3,904,898.1	4,283,872.2	9
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M009	Californian Forest & Woodland	8	9	3,904,078.1	5,285,588.9	26
bSTFLx	Scissor-tailed Flycatcher	Tyrannus forficatus	M015	Edwards Plateau Forest & Woodland	1	4	4,195,119.2	4,899,451.1	14
mACSHx	Arctic Shrew	Sorex arcticus	M029	Central Hardwoods Floodplain Forest	1	9	256,285.5	538,754.5	52
mNBARx	Nine-banded Armadillo	Dasypus novemcinctus	M111	Eastern North American Cliff & Rock Vegetation	3	9	1,023.8	5,337.1	81
mPASHp	Pacific Shrew (pacificus)	Sorex pacificus pacificus	M035	Vancouverian Flooded & Swamp Forest	2	3	204.6	204.6	0
rGRANx	Green Anole	Anolis carolinensis	M007	Longleaf Pine Woodland	15	20	5,876,266.5	6,211,656.2	5
aMXTRx	Mexican Treefrog	Smilisca baudinii	M885	Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest	1	8	86,314.7	86,314.7	0
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M007	Longleaf Pine Woodland	19	20	5,925,130.1	6,093,908.2	3
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M512	North American Warm Desert Ruderal Scrub & Grassland	1	1	6,748,471.8	6,748,471.8	0
mNBARx	Nine-banded Armadillo	Dasypus novemcinctus	M710	Caribbean Freshwater Marsh, Wet Meadow & Shrubland	2	3	768,169.7	825,395.5	7
mNOMYx	Northern Myotis	Myotis septentrionalis	M029	Central Hardwoods Floodplain Forest	8	9	3,526,049.7	3,526,404.0	0
mPASHp	Pacific Shrew (pacificus)	Sorex pacificus pacificus	M024	Vancouverian Lowland & Montane Forest	9	10	880,201.2	924,890.6	5
mPASHp	Pacific Shrew (pacificus)	Sorex pacificus pacificus	M886	Southern Vancouverian Dry Foothill Forest	1	3	55,183.1	114,619.0	52
rSHNSx	Southern Hog-nosed Snake	Heterodon simus	M007	Longleaf Pine Woodland	7	20	2,885,312.9	3,595,328.1	20
rSHNSx	Southern Hog-nosed Snake	Heterodon simus	M016	Southern & South-Central Oak - Hickory - Pine Forest & Woodland	3	28	85.7	1,008,925.2	100
bBOCHx	Boreal Chickadee	Poecile hudsonica	M024	Vancouverian Lowland & Montane Forest	1	10	0.0	15,091.5	100
bCOYEx	Common Yellowthroat	Geothlypis trichas	M057	Eastern North American Dune & Coastal Grassland	5	8	51,270.9	54,335.3	6
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M887	Western North American Temperate Cliff, Scree & Rock Vegetation	1	9	734.1	135,819.6	99
bSTJAx	Steller's Jay	Cyanocitta stelleri	M118	Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation	2	6	2,658,405.3	3,502,676.8	24
bTRPAx	Tropical Parula	Parula pitiayumi	M016	Southern & South-Central Oak - Hickory - Pine Forest & Woodland	3	28	6,771.6	6,771.6	0
mNBARx	Nine-banded Armadillo	Dasypus novemcinctus	M309	Southeastern Coastal Plain Patch Prairie	3	3	317,807.0	317,807.0	0
bCOYEx	Common Yellowthroat	Geothlypis trichas	M029	Central Hardwoods Floodplain Forest	8	9	2,345,855.4	3,559,974.2	34
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M023	Southern Vancouverian Montane-Foothill Forest	7	7	7,026,662.9	7,605,231.4	8
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M024	Vancouverian Lowland & Montane Forest	10	10	6,923,670.5	6,989,449.8	1
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M065	Southeastern Coastal Bog & Fen	1	1	554,915.9	554,915.9	0
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M881	Eastern North American Riverscour Vegetation	1	2	42,291.5	46,920.1	10
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M035	Vancouverian Flooded & Swamp Forest	2	3	82,819.2	101,430.6	18
mNBARx	Nine-banded Armadillo	Dasypus novemcinctus	M162	Florida Peninsula Scrub & Herb	1	1	125,624.9	125,624.9	0
mSAMBx	Sambar	Rusa unicolor	M007	Longleaf Pine Woodland	3	20	12,821.9	12,821.9	0
mSAMBx	Sambar	Rusa unicolor	M009	Californian Forest & Woodland	5	9	23,842.5	38,927.7	39
rGRANx	Green Anole	Anolis carolinensis	M029	Central Hardwoods Floodplain Forest	3	9	138,293.7	138,293.8	0
rGRANx	Green Anole	Anolis carolinensis	M882	Central Midwest Mesic Forest	1	3	34,268.0	34,268.0	0
rSGLIx	Slender Glass Lizard	Ophisaurus attenuatus	M029	Central Hardwoods Floodplain Forest	6	9	673,462.1	673,869.5	0
rSGLIx	Slender Glass Lizard	Ophisaurus attenuatus	M057	Eastern North American Dune & Coastal Grassland	2	8	87,560.5	101,820.2	14
rGRANx	Green Anole	Anolis carolinensis	M710	Caribbean Freshwater Marsh, Wet Meadow & Shrubland	1	3	20,837.3	827,667.7	97
rSGLIx	Slender Glass Lizard	Ophisaurus attenuatus	M069	Eastern North American Marsh, Wet Meadow & Shrubland	2	5	6,227.7	97,171.2	94
rSGLIx	Slender Glass Lizard	Ophisaurus attenuatus	M162	Florida Peninsula Scrub & Herb	1	1	125,624.9	125,624.9	0
bATSPx	American Tree Sparrow	Spizella arborea	M886	Southern Vancouverian Dry Foothill Forest	1	3	132,020.3	245,678.5	46
bMERLx	Merlin	Falco columbarius	M117	North American Warm Semi-Desert Cliff, Scree & Rock Vegetation	1	4	0.0	1,205.9	100
bMERLx	Merlin	Falco columbarius	M617	Caribbean Swamp	1	3	102,679.2	203,597.6	50
bMOWAx	Mourning Warbler	Oporornis philadelphia	M131	Eastern North American Alpine Tundra	1	2	3,586.7	6,453.6	44
bOLSPx	Olive Sparrow	Arremonops rufivirgatus	9.A	Introduced & Semi Natural Vegetation	1	6	0.0	30,284.8	100
bPIWOx	Pileated Woodpecker	Dryocopus pileatus	M885	Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest	5	8	298,115.0	505,993.0	41
bPIWOx	Pileated Woodpecker	Dryocopus pileatus	M886	Southern Vancouverian Dry Foothill Forest	3	3	508,980.9	508,980.9	0
bRTHUx	Ruby-throated Hummingbird	Archilochus colubris	M061	Eastern North American Cool Temperate Seep	1	1	36.6	36.6	0
